Order ID,Order Date,Ship Date,Customer ID,Product ID,Quantity,Unit Price,Discount,Sales,Profit,Profit Margin_x,Discount Amount,Revenue,Cost,Average Unit Price,Order Size Category,Shipping Days,Shipping Category,Order Year,Order Month,Order Quarter,Product Name,Category,Sub-Category,Product Level,Total Sales_x,Total Profit_x,Total Quantity,Total Orders_x,Avg Sales per Order,Profit Margin_y,Customer Name,Segment,Region,Total Sales_y,Total Profit_y,Total Orders_y,First Order,Last Order,Avg Order Value,Customer Lifetime Days,Customer Tier,Date,Year,Month,MonthName,Month-Year,Quarter,Day of Week,Week of Year,Is Weekend,Day of Month,Days in Month,Quarter Name,Year-Quarter,Target Sales,Target Date,Target Month-Year,Target Quarter,Target Year-Quarter
O00605,2023-04-13,2023-04-14,C0045,P0020,5,410.23,0.1,1846.04,422.51,0.228873697211328,184.604,2030.644,1423.53,369.208,Large,1,Same Day,2023,4,2,Tables - P0020,Furniture,Tables,Furniture > Tables,80440.95,13946.92,367,59,1363.40593220339,0.17338084644699,Customer C0045,Home Office,South,23062.34,3306.89,17,2022-01-22,2024-12-15,1356.608235294118,1058,Platinum,2023-04-13,2023,4,Apr,Apr-2023,2,Thursday,15,False,13,30,Q2,2023-Q2,19752.56,2023-04-01,Apr-2023,2,2023-Q2
O00606,2023-12-22,2023-12-25,C0045,P0003,10,270.19,0.0,2701.9,267.34,0.09894518672045596,0.0,2701.9,2434.56,270.19,Large,3,Fast,2023,12,4,Chairs - P0003,Furniture,Chairs,Furniture > Chairs,71870.99,12311.31,275,55,1306.745272727273,0.1712973482068356,Customer C0045,Home Office,South,23062.34,3306.89,17,2022-01-22,2024-12-15,1356.608235294118,1058,Platinum,2023-12-22,2023,12,Dec,Dec-2023,4,Friday,51,False,22,31,Q4,2023-Q4,28584.56,2023-12-01,Dec-2023,4,2023-Q4
O00607,2024-12-18,2024-12-21,C0017,P0004,3,23.63,0.2,56.71,3.85,0.06788926115323576,11.342,68.052,52.86,18.90333333333333,Small,3,Fast,2024,12,4,Computers - P0004,Technology,Computers,Technology > Computers,48206.93,8209.68,217,41,1175.778780487805,0.1703008260430606,Customer C0017,Consumer,South,26082.04,4253.18,22,2022-04-06,2024-12-18,1185.547272727273,987,Platinum,2024-12-18,2024,12,Dec,Dec-2024,4,Wednesday,51,False,18,31,Q4,2024-Q4,15523.39,2024-12-01,Dec-2024,4,2024-Q4
O00608,2023-10-03,2023-10-08,C0027,P0002,2,478.24,0.3,669.54,188.65,0.2817606117633002,200.862,870.4019999999999,480.89,334.77,Medium,5,Fast,2023,10,4,Labels - P0002,Office Supplies,Labels,Office Supplies > Labels,57327.14,9788.09,236,53,1081.644150943396,0.1707409439926708,Customer C0027,Home Office,East,20272.14,3260.94,19,2022-01-02,2024-10-18,1066.954736842105,1020,Platinum,2023-10-03,2023,10,Oct,Oct-2023,4,Tuesday,40,False,3,31,Q4,2023-Q4,18057.47,2023-10-01,Oct-2023,4,2023-Q4
O00609,2024-01-18,2024-01-20,C0006,P0014,8,48.93,0.0,391.44,66.46,0.1697833639893725,0.0,391.44,324.98,48.93,Small,2,Same Day,2024,1,1,Computers - P0014,Technology,Computers,Technology > Computers,62081.0,10241.83,323,58,1070.362068965517,0.1649752742384949,Customer C0006,Home Office,South,22445.9,3883.78,22,2022-01-19,2024-12-19,1020.268181818182,1065,Platinum,2024-01-18,2024,1,Jan,Jan-2024,1,Thursday,3,False,18,31,Q1,2024-Q1,14520.58,2024-01-01,Jan-2024,1,2024-Q1
O00610,2023-05-01,2023-05-02,C0012,P0011,2,113.39,0.1,204.1,35.0,0.171484566389025,20.41,224.51,169.1,102.05,Small,1,Same Day,2023,5,2,Tables - P0011,Furniture,Tables,Furniture > Tables,42447.25,8383.4,231,39,1088.391025641026,0.1975016049331818,Customer C0012,Home Office,Central,19570.71,3476.62,19,2022-02-08,2024-07-27,1030.037368421053,900,Platinum,2023-05-01,2023,5,May,May-2023,2,Monday,18,False,1,31,Q2,2023-Q2,18142.13,2023-05-01,May-2023,2,2023-Q2
O00611,2024-03-09,2024-03-11,C0014,P0013,3,143.25,0.3,300.82,65.44,0.2175387274782262,90.246,391.066,235.38,100.2733333333333,Small,2,Same Day,2024,3,1,Computers - P0013,Technology,Computers,Technology > Computers,53337.2,9876.13,210,43,1240.4,0.1851640131090496,Customer C0014,Corporate,Central,27876.88,6040.190000000001,21,2022-04-16,2024-12-23,1327.470476190476,982,Platinum,2024-03-09,2024,3,Mar,Mar-2024,1,Saturday,10,True,9,31,Q1,2024-Q1,12458.41,2024-03-01,Mar-2024,1,2024-Q1
O00612,2022-02-24,2022-02-26,C0021,P0003,1,466.21,0.3,326.35,60.31,0.1848015933813391,97.905,424.255,266.04,326.35,Small,2,Same Day,2022,2,1,Chairs - P0003,Furniture,Chairs,Furniture > Chairs,71870.99,12311.31,275,55,1306.745272727273,0.1712973482068356,Customer C0021,Corporate,East,26079.16,4846.65,20,2022-02-24,2024-10-04,1303.958,953,Platinum,2022-02-24,2022,2,Feb,Feb-2022,1,Thursday,8,False,24,28,Q1,2022-Q1,29120.94,2022-02-01,Feb-2022,1,2022-Q1
O00613,2023-12-24,2023-12-26,C0033,P0002,3,169.43,0.3,355.8,81.62,0.229398538504778,106.74,462.54,274.18,118.6,Small,2,Same Day,2023,12,4,Labels - P0002,Office Supplies,Labels,Office Supplies > Labels,57327.14,9788.09,236,53,1081.644150943396,0.1707409439926708,Customer C0033,Consumer,South,25669.18,4020.67,17,2022-01-06,2024-08-05,1509.951764705882,942,Platinum,2023-12-24,2023,12,Dec,Dec-2023,4,Sunday,51,True,24,31,Q4,2023-Q4,18102.05,2023-12-01,Dec-2023,4,2023-Q4
O00614,2024-01-16,2024-01-20,C0007,P0009,3,211.95,0.0,635.85,97.53,0.1533852323661241,0.0,635.85,538.32,211.95,Medium,4,Fast,2024,1,1,Paper - P0009,Office Supplies,Paper,Office Supplies > Paper,62746.06,10597.86,285,51,1230.314901960784,0.1689008042895443,Customer C0007,Consumer,East,35912.25,5262.559999999999,21,2022-01-21,2024-10-26,1710.107142857143,1009,Platinum,2024-01-16,2024,1,Jan,Jan-2024,1,Tuesday,3,False,16,31,Q1,2024-Q1,19528.74,2024-01-01,Jan-2024,1,2024-Q1
O00615,2022-09-16,2022-09-20,C0016,P0016,5,78.51,0.2,314.04,25.38,0.08081773022544898,62.80800000000001,376.848,288.66,62.80800000000001,Small,4,Fast,2022,9,3,Chairs - P0016,Furniture,Chairs,Furniture > Chairs,79145.34,13159.02,339,53,1493.308301886792,0.1662639897686964,Customer C0016,Home Office,West,23057.41,3793.82,16,2022-08-14,2024-12-20,1441.088125,859,Platinum,2022-09-16,2022,9,Sep,Sep-2022,3,Friday,37,False,16,30,Q3,2022-Q3,26088.74,2022-09-01,Sep-2022,3,2022-Q3
O00616,2023-09-25,2023-09-27,C0019,P0003,1,432.52,0.2,346.02,62.73,0.1812900988382175,69.204,415.224,283.29,346.02,Small,2,Same Day,2023,9,3,Chairs - P0003,Furniture,Chairs,Furniture > Chairs,71870.99,12311.31,275,55,1306.745272727273,0.1712973482068356,Customer C0019,Consumer,East,26539.39,3041.79,21,2022-02-09,2024-12-01,1263.780476190476,1026,Platinum,2023-09-25,2023,9,Sep,Sep-2023,3,Monday,39,False,25,30,Q3,2023-Q3,25890.31,2023-09-01,Sep-2023,3,2023-Q3
O00617,2024-01-08,2024-01-09,C0023,P0004,6,360.34,0.3,1513.43,375.86,0.2483497750143713,454.029,1967.459,1137.57,252.2383333333333,Large,1,Same Day,2024,1,1,Computers - P0004,Technology,Computers,Technology > Computers,48206.93,8209.68,217,41,1175.778780487805,0.1703008260430606,Customer C0023,Corporate,Central,23521.24,3436.02,17,2022-02-02,2024-11-01,1383.602352941176,1003,Platinum,2024-01-08,2024,1,Jan,Jan-2024,1,Monday,2,False,8,31,Q1,2024-Q1,14520.58,2024-01-01,Jan-2024,1,2024-Q1
O00618,2024-10-06,2024-10-11,C0036,P0006,10,108.91,0.3,762.37,221.65,0.2907380930519302,228.711,991.081,540.72,76.237,Medium,5,Fast,2024,10,4,Phones - P0006,Technology,Phones,Technology > Phones,60829.13,10935.28,276,47,1294.236808510638,0.1797704487964895,Customer C0036,Corporate,East,51399.27,9523.64,35,2022-01-31,2024-12-29,1468.550571428571,1063,Platinum,2024-10-06,2024,10,Oct,Oct-2024,4,Sunday,40,True,6,31,Q4,2024-Q4,11086.64,2024-10-01,Oct-2024,4,2024-Q4
O00619,2022-09-29,2022-10-02,C0020,P0004,6,252.1,0.2,1210.08,307.28,0.2539336242231918,242.016,1452.096,902.8,201.68,Medium,3,Fast,2022,9,3,Computers - P0004,Technology,Computers,Technology > Computers,48206.93,8209.68,217,41,1175.778780487805,0.1703008260430606,Customer C0020,Corporate,Central,26169.32,5918.53,14,2022-01-13,2024-12-15,1869.237142857143,1067,Platinum,2022-09-29,2022,9,Sep,Sep-2022,3,Thursday,39,False,29,30,Q3,2022-Q3,14214.1,2022-09-01,Sep-2022,3,2022-Q3
O00620,2022-03-01,2022-03-05,C0009,P0017,9,199.28,0.0,1793.52,373.57,0.2082887283108078,0.0,1793.52,1419.95,199.28,Large,4,Fast,2022,3,1,Phones - P0017,Technology,Phones,Technology > Phones,69565.04000000001,11482.1,285,55,1264.818909090909,0.1650556083918014,Customer C0009,Consumer,West,43159.42,7469.65,38,2022-02-09,2024-10-19,1135.774210526316,983,Platinum,2022-03-01,2022,3,Mar,Mar-2022,1,Tuesday,9,False,1,31,Q1,2022-Q1,26939.38,2022-03-01,Mar-2022,1,2022-Q1
O00621,2023-10-22,2023-10-27,C0014,P0006,6,476.67,0.2,2288.02,479.33,0.2094955463676017,457.604,2745.624,1808.69,381.3366666666666,Large,5,Fast,2023,10,4,Phones - P0006,Technology,Phones,Technology > Phones,60829.13,10935.28,276,47,1294.236808510638,0.1797704487964895,Customer C0014,Corporate,Central,27876.88,6040.190000000001,21,2022-04-16,2024-12-23,1327.470476190476,982,Platinum,2023-10-22,2023,10,Oct,Oct-2023,4,Sunday,42,True,22,31,Q4,2023-Q4,15905.81,2023-10-01,Oct-2023,4,2023-Q4
O00622,2022-02-10,2022-02-13,C0006,P0017,2,267.28,0.3,374.19,40.05,0.1070311873647078,112.257,486.447,334.14,187.095,Small,3,Fast,2022,2,1,Phones - P0017,Technology,Phones,Technology > Phones,69565.04000000001,11482.1,285,55,1264.818909090909,0.1650556083918014,Customer C0006,Home Office,South,22445.9,3883.78,22,2022-01-19,2024-12-19,1020.268181818182,1065,Platinum,2022-02-10,2022,2,Feb,Feb-2022,1,Thursday,6,False,10,28,Q1,2022-Q1,12185.28,2022-02-01,Feb-2022,1,2022-Q1
O00623,2022-05-21,2022-05-26,C0048,P0006,5,121.78,0.1,548.01,51.34,0.09368442181712014,54.801,602.811,496.67,109.602,Medium,5,Fast,2022,5,2,Phones - P0006,Technology,Phones,Technology > Phones,60829.13,10935.28,276,47,1294.236808510638,0.1797704487964895,Customer C0048,Home Office,Central,26912.74,5357.68,24,2022-03-02,2024-12-19,1121.364166666667,1023,Platinum,2022-05-21,2022,5,May,May-2022,2,Saturday,20,True,21,31,Q2,2022-Q2,22531.85,2022-05-01,May-2022,2,2022-Q2
O00624,2024-05-17,2024-05-19,C0043,P0014,5,193.17,0.1,869.26,239.05,0.2750040264132711,86.926,956.186,630.21,173.852,Medium,2,Same Day,2024,5,2,Computers - P0014,Technology,Computers,Technology > Computers,62081.0,10241.83,323,58,1070.362068965517,0.1649752742384949,Customer C0043,Corporate,South,26176.63,3265.68,23,2022-02-02,2024-12-08,1138.114347826087,1040,Platinum,2024-05-17,2024,5,May,May-2024,2,Friday,20,False,17,31,Q2,2024-Q2,11435.52,2024-05-01,May-2024,2,2024-Q2
O00625,2024-10-07,2024-10-10,C0031,P0014,2,189.64,0.1,341.35,38.88,0.1139006884429471,34.13500000000001,375.485,302.47,170.675,Small,3,Fast,2024,10,4,Computers - P0014,Technology,Computers,Technology > Computers,62081.0,10241.83,323,58,1070.362068965517,0.1649752742384949,Customer C0031,Corporate,East,19553.04,3808.39,19,2022-02-11,2024-11-19,1029.107368421053,1012,Platinum,2024-10-07,2024,10,Oct,Oct-2024,4,Monday,41,False,7,31,Q4,2024-Q4,11086.64,2024-10-01,Oct-2024,4,2024-Q4
O00626,2022-12-22,2022-12-25,C0042,P0008,3,164.99,0.3,346.48,88.58,0.2556568921727084,103.944,450.424,257.9,115.4933333333333,Small,3,Fast,2022,12,4,Phones - P0008,Technology,Phones,Technology > Phones,72995.87,13795.03,308,53,1377.280566037736,0.1889837055164902,Customer C0042,Consumer,Central,14743.89,3103.11,13,2022-11-15,2024-12-17,1134.145384615385,763,Platinum,2022-12-22,2022,12,Dec,Dec-2022,4,Thursday,51,False,22,31,Q4,2022-Q4,26682.89,2022-12-01,Dec-2022,4,2022-Q4
O00627,2024-06-10,2024-06-15,C0037,P0008,8,223.39,0.1,1608.41,405.93,0.2523796793106236,160.841,1769.251,1202.48,201.05125,Large,5,Fast,2024,6,2,Phones - P0008,Technology,Phones,Technology > Phones,72995.87,13795.03,308,53,1377.280566037736,0.1889837055164902,Customer C0037,Corporate,West,21279.66,3146.26,17,2022-02-07,2024-12-14,1251.744705882353,1041,Platinum,2024-06-10,2024,6,Jun,Jun-2024,2,Monday,24,False,10,30,Q2,2024-Q2,24279.05,2024-06-01,Jun-2024,2,2024-Q2
O00628,2024-08-13,2024-08-15,C0026,P0017,2,387.99,0.1,698.38,113.8,0.1629485380451903,69.83800000000001,768.218,584.58,349.19,Medium,2,Same Day,2024,8,3,Phones - P0017,Technology,Phones,Technology > Phones,69565.04000000001,11482.1,285,55,1264.818909090909,0.1650556083918014,Customer C0026,Corporate,Central,17557.11,3237.56,20,2022-02-15,2024-10-25,877.8555,983,Platinum,2024-08-13,2024,8,Aug,Aug-2024,3,Tuesday,33,False,13,31,Q3,2024-Q3,25506.92,2024-08-01,Aug-2024,3,2024-Q3
O00629,2022-07-29,2022-08-01,C0006,P0019,2,301.57,0.2,482.51,52.5,0.1088060351080807,96.50200000000001,579.012,430.01,241.255,Small,3,Fast,2022,7,3,Binders - P0019,Office Supplies,Binders,Office Supplies > Binders,80274.74,13956.47,332,63,1274.202222222222,0.1738588004146759,Customer C0006,Home Office,South,22445.9,3883.78,22,2022-01-19,2024-12-19,1020.268181818182,1065,Platinum,2022-07-29,2022,7,Jul,Jul-2022,3,Friday,30,False,29,31,Q3,2022-Q3,24454.14,2022-07-01,Jul-2022,3,2022-Q3
O00630,2023-08-20,2023-08-22,C0024,P0017,8,437.24,0.0,3497.92,364.43,0.104184772664898,0.0,3497.92,3133.49,437.24,Very Large,2,Same Day,2023,8,3,Phones - P0017,Technology,Phones,Technology > Phones,69565.04000000001,11482.1,285,55,1264.818909090909,0.1650556083918014,Customer C0024,Corporate,South,37772.32,7346.22,23,2022-01-16,2024-12-25,1642.274782608696,1074,Platinum,2023-08-20,2023,8,Aug,Aug-2023,3,Sunday,33,True,20,31,Q3,2023-Q3,20012.49,2023-08-01,Aug-2023,3,2023-Q3
O00631,2024-12-26,2024-12-30,C0015,P0019,5,65.94,0.3,230.79,29.56,0.128081805970796,69.237,300.027,201.23,46.158,Small,4,Fast,2024,12,4,Binders - P0019,Office Supplies,Binders,Office Supplies > Binders,80274.74,13956.47,332,63,1274.202222222222,0.1738588004146759,Customer C0015,Consumer,Central,12468.99,2332.82,13,2022-03-08,2024-12-26,959.1530769230769,1024,Platinum,2024-12-26,2024,12,Dec,Dec-2024,4,Thursday,52,False,26,31,Q4,2024-Q4,10937.04,2024-12-01,Dec-2024,4,2024-Q4
O00632,2024-10-29,2024-10-31,C0036,P0018,10,130.52,0.2,1044.16,194.92,0.1866763714373276,208.832,1252.992,849.2400000000001,104.416,Medium,2,Same Day,2024,10,4,Accessories - P0018,Technology,Accessories,Technology > Accessories,51074.61,8157.67,227,43,1187.781627906977,0.1597206518072287,Customer C0036,Corporate,East,51399.27,9523.64,35,2022-01-31,2024-12-29,1468.550571428571,1063,Platinum,2024-10-29,2024,10,Oct,Oct-2024,4,Tuesday,44,False,29,31,Q4,2024-Q4,11086.64,2024-10-01,Oct-2024,4,2024-Q4
O00633,2023-02-09,2023-02-13,C0022,P0002,3,131.33,0.1,354.59,73.76,0.2080148904368426,35.459,390.049,280.83,118.1966666666667,Small,4,Fast,2023,2,1,Labels - P0002,Office Supplies,Labels,Office Supplies > Labels,57327.14,9788.09,236,53,1081.644150943396,0.1707409439926708,Customer C0022,Home Office,East,22229.56,3694.21,20,2022-05-21,2024-12-13,1111.478,937,Platinum,2023-02-09,2023,2,Feb,Feb-2023,1,Thursday,6,False,9,28,Q1,2023-Q1,23170.81,2023-02-01,Feb-2023,1,2023-Q1
O00634,2022-03-13,2022-03-18,C0039,P0013,4,48.06,0.0,192.24,57.08,0.2969205160216396,0.0,192.24,135.16,48.06,Small,5,Fast,2022,3,1,Computers - P0013,Technology,Computers,Technology > Computers,53337.2,9876.13,210,43,1240.4,0.1851640131090496,Customer C0039,Consumer,West,21574.14,3808.14,20,2022-03-13,2024-09-18,1078.707,920,Platinum,2022-03-13,2022,3,Mar,Mar-2022,1,Sunday,10,True,13,31,Q1,2022-Q1,26939.38,2022-03-01,Mar-2022,1,2022-Q1
O00635,2023-01-23,2023-01-26,C0035,P0014,2,85.49,0.0,170.98,37.44,0.2189729792958241,0.0,170.98,133.54,85.49,Small,3,Fast,2023,1,1,Computers - P0014,Technology,Computers,Technology > Computers,62081.0,10241.83,323,58,1070.362068965517,0.1649752742384949,Customer C0035,Consumer,West,27929.79,4493.94,22,2022-01-30,2024-08-21,1269.535909090909,934,Platinum,2023-01-23,2023,1,Jan,Jan-2023,1,Monday,4,False,23,31,Q1,2023-Q1,25068.56,2023-01-01,Jan-2023,1,2023-Q1
O00636,2023-05-06,2023-05-10,C0012,P0020,6,232.5,0.0,1395.0,320.01,0.2293978494623656,0.0,1395.0,1074.99,232.5,Medium,4,Fast,2023,5,2,Tables - P0020,Furniture,Tables,Furniture > Tables,80440.95,13946.92,367,59,1363.40593220339,0.17338084644699,Customer C0012,Home Office,Central,19570.71,3476.62,19,2022-02-08,2024-07-27,1030.037368421053,900,Platinum,2023-05-06,2023,5,May,May-2023,2,Saturday,18,True,6,31,Q2,2023-Q2,18142.13,2023-05-01,May-2023,2,2023-Q2
O00637,2022-10-18,2022-10-19,C0043,P0003,8,352.37,0.2,2255.17,305.06,0.1352713986085306,451.034,2706.204,1950.11,281.89625,Large,1,Same Day,2022,10,4,Chairs - P0003,Furniture,Chairs,Furniture > Chairs,71870.99,12311.31,275,55,1306.745272727273,0.1712973482068356,Customer C0043,Corporate,South,26176.63,3265.68,23,2022-02-02,2024-12-08,1138.114347826087,1040,Platinum,2022-10-18,2022,10,Oct,Oct-2022,4,Tuesday,42,False,18,31,Q4,2022-Q4,29148.96,2022-10-01,Oct-2022,4,2022-Q4
O00638,2024-02-18,2024-02-21,C0004,P0005,7,412.98,0.3,2023.6,467.62,0.2310832180272781,607.0799999999999,2630.68,1555.98,289.0857142857143,Large,3,Fast,2024,2,1,Accessories - P0005,Technology,Accessories,Technology > Accessories,43983.62,7814.66,206,34,1293.635882352941,0.1776720515500998,Customer C0004,Home Office,South,17548.81,2834.01,19,2022-02-22,2024-09-26,923.6215789473684,947,Platinum,2024-02-18,2024,2,Feb,Feb-2024,1,Sunday,7,True,18,29,Q1,2024-Q1,22069.86,2024-02-01,Feb-2024,1,2024-Q1
O00639,2022-10-14,2022-10-15,C0047,P0009,4,297.63,0.2,952.42,231.59,0.2431595304592512,190.484,1142.904,720.8299999999999,238.105,Medium,1,Same Day,2022,10,4,Paper - P0009,Office Supplies,Paper,Office Supplies > Paper,62746.06,10597.86,285,51,1230.314901960784,0.1689008042895443,Customer C0047,Consumer,South,19971.97,3443.02,17,2022-05-16,2024-09-07,1174.821764705883,845,Platinum,2022-10-14,2022,10,Oct,Oct-2022,4,Friday,41,False,14,31,Q4,2022-Q4,10177.27,2022-10-01,Oct-2022,4,2022-Q4
O00640,2022-10-29,2022-11-02,C0030,P0008,8,147.15,0.0,1177.2,322.02,0.2735474006116208,0.0,1177.2,855.1800000000001,147.15,Medium,4,Fast,2022,10,4,Phones - P0008,Technology,Phones,Technology > Phones,72995.87,13795.03,308,53,1377.280566037736,0.1889837055164902,Customer C0030,Consumer,West,34621.95,6690.15,23,2022-04-17,2024-11-29,1505.302173913043,957,Platinum,2022-10-29,2022,10,Oct,Oct-2022,4,Saturday,43,True,29,31,Q4,2022-Q4,29956.42,2022-10-01,Oct-2022,4,2022-Q4
O00641,2024-01-17,2024-01-18,C0006,P0016,1,112.1,0.3,78.47,11.12,0.1417102077226966,23.541,102.011,67.35,78.47,Small,1,Same Day,2024,1,1,Chairs - P0016,Furniture,Chairs,Furniture > Chairs,79145.34,13159.02,339,53,1493.308301886792,0.1662639897686964,Customer C0006,Home Office,South,22445.9,3883.78,22,2022-01-19,2024-12-19,1020.268181818182,1065,Platinum,2024-01-17,2024,1,Jan,Jan-2024,1,Wednesday,3,False,17,31,Q1,2024-Q1,16429.91,2024-01-01,Jan-2024,1,2024-Q1
O00642,2024-12-07,2024-12-11,C0043,P0019,4,184.91,0.2,591.71,39.86,0.06736408037721181,118.342,710.052,551.85,147.9275,Medium,4,Fast,2024,12,4,Binders - P0019,Office Supplies,Binders,Office Supplies > Binders,80274.74,13956.47,332,63,1274.202222222222,0.1738588004146759,Customer C0043,Corporate,South,26176.63,3265.68,23,2022-02-02,2024-12-08,1138.114347826087,1040,Platinum,2024-12-07,2024,12,Dec,Dec-2024,4,Saturday,49,True,7,31,Q4,2024-Q4,10937.04,2024-12-01,Dec-2024,4,2024-Q4
O00643,2024-10-16,2024-10-19,C0005,P0015,5,269.15,0.1,1211.18,263.31,0.2173995607589293,121.118,1332.298,947.8700000000001,242.236,Medium,3,Fast,2024,10,4,Bookcases - P0015,Furniture,Bookcases,Furniture > Bookcases,49916.58,8657.02,235,42,1188.49,0.1734297501952257,Customer C0005,Corporate,West,35065.03,6217.92,24,2022-01-08,2024-11-08,1461.042916666667,1035,Platinum,2024-10-16,2024,10,Oct,Oct-2024,4,Wednesday,42,False,16,31,Q4,2024-Q4,12676.57,2024-10-01,Oct-2024,4,2024-Q4
O00644,2024-02-12,2024-02-14,C0034,P0011,6,53.57,0.3,224.99,41.62,0.1849859993777501,67.497,292.487,183.37,37.49833333333333,Small,2,Same Day,2024,2,1,Tables - P0011,Furniture,Tables,Furniture > Tables,42447.25,8383.4,231,39,1088.391025641026,0.1975016049331818,Customer C0034,Consumer,West,30602.7,5852.46,23,2022-01-10,2024-09-16,1330.552173913044,980,Platinum,2024-02-12,2024,2,Feb,Feb-2024,1,Monday,7,False,12,29,Q1,2024-Q1,22809.52,2024-02-01,Feb-2024,1,2024-Q1
O00645,2023-10-05,2023-10-06,C0003,P0014,7,442.44,0.1,2787.37,613.31,0.2200317862357706,278.737,3066.107,2174.06,398.1957142857142,Large,1,Same Day,2023,10,4,Computers - P0014,Technology,Computers,Technology > Computers,62081.0,10241.83,323,58,1070.362068965517,0.1649752742384949,Customer C0003,Consumer,East,29796.56,5838.85,24,2022-01-21,2024-11-17,1241.523333333333,1031,Platinum,2023-10-05,2023,10,Oct,Oct-2023,4,Thursday,40,False,5,31,Q4,2023-Q4,15905.81,2023-10-01,Oct-2023,4,2023-Q4
O00646,2024-01-30,2024-02-01,C0031,P0020,7,130.8,0.1,824.04,109.8,0.1332459589340323,82.404,906.444,714.24,117.72,Medium,2,Same Day,2024,1,1,Tables - P0020,Furniture,Tables,Furniture > Tables,80440.95,13946.92,367,59,1363.40593220339,0.17338084644699,Customer C0031,Corporate,East,19553.04,3808.39,19,2022-02-11,2024-11-19,1029.107368421053,1012,Platinum,2024-01-30,2024,1,Jan,Jan-2024,1,Tuesday,5,False,30,31,Q1,2024-Q1,16429.91,2024-01-01,Jan-2024,1,2024-Q1
O00647,2024-09-24,2024-09-28,C0041,P0009,7,341.35,0.2,1911.56,276.45,0.1446201008600305,382.312,2293.872,1635.11,273.08,Large,4,Fast,2024,9,3,Paper - P0009,Office Supplies,Paper,Office Supplies > Paper,62746.06,10597.86,285,51,1230.314901960784,0.1689008042895443,Customer C0041,Corporate,Central,31547.33,5387.96,28,2022-01-09,2024-12-11,1126.690357142857,1067,Platinum,2024-09-24,2024,9,Sep,Sep-2024,3,Tuesday,39,False,24,30,Q3,2024-Q3,19933.91,2024-09-01,Sep-2024,3,2024-Q3
O00648,2024-04-24,2024-04-29,C0046,P0015,8,194.21,0.2,1242.94,289.19,0.2326660981221941,248.588,1491.528,953.75,155.3675,Medium,5,Fast,2024,4,2,Bookcases - P0015,Furniture,Bookcases,Furniture > Bookcases,49916.58,8657.02,235,42,1188.49,0.1734297501952257,Customer C0046,Consumer,West,20606.83,3354.77,15,2022-03-27,2024-12-05,1373.788666666667,984,Platinum,2024-04-24,2024,4,Apr,Apr-2024,2,Wednesday,17,False,24,30,Q2,2024-Q2,27773.18,2024-04-01,Apr-2024,2,2024-Q2
O00649,2023-01-29,2023-01-31,C0048,P0005,6,243.3,0.3,1021.86,199.38,0.1951147906758264,306.558,1328.418,822.48,170.31,Medium,2,Same Day,2023,1,1,Accessories - P0005,Technology,Accessories,Technology > Accessories,43983.62,7814.66,206,34,1293.635882352941,0.1776720515500998,Customer C0048,Home Office,Central,26912.74,5357.68,24,2022-03-02,2024-12-19,1121.364166666667,1023,Platinum,2023-01-29,2023,1,Jan,Jan-2023,1,Sunday,4,True,29,31,Q1,2023-Q1,25068.56,2023-01-01,Jan-2023,1,2023-Q1
O00650,2023-02-19,2023-02-21,C0039,P0014,3,62.61,0.0,187.83,17.62,0.09380823084704254,0.0,187.83,170.21,62.61000000000001,Small,2,Same Day,2023,2,1,Computers - P0014,Technology,Computers,Technology > Computers,62081.0,10241.83,323,58,1070.362068965517,0.1649752742384949,Customer C0039,Consumer,West,21574.14,3808.14,20,2022-03-13,2024-09-18,1078.707,920,Platinum,2023-02-19,2023,2,Feb,Feb-2023,1,Sunday,7,True,19,28,Q1,2023-Q1,25322.32,2023-02-01,Feb-2023,1,2023-Q1
O00651,2023-01-03,2023-01-05,C0019,P0001,8,351.2,0.0,2809.6,260.22,0.09261816628701595,0.0,2809.6,2549.38,351.2,Large,2,Same Day,2023,1,1,Paper - P0001,Office Supplies,Paper,Office Supplies > Paper,76224.9,14532.46,324,52,1465.863461538461,0.1906523983632645,Customer C0019,Consumer,East,26539.39,3041.79,21,2022-02-09,2024-12-01,1263.780476190476,1026,Platinum,2023-01-03,2023,1,Jan,Jan-2023,1,Tuesday,1,False,3,31,Q1,2023-Q1,12857.01,2023-01-01,Jan-2023,1,2023-Q1
O00652,2023-11-25,2023-11-27,C0026,P0007,1,216.55,0.1,194.9,31.69,0.1625962031811185,19.49,214.39,163.21,194.9,Small,2,Same Day,2023,11,4,Computers - P0007,Technology,Computers,Technology > Computers,75335.8,12068.37,316,60,1255.596666666667,0.1601943564679741,Customer C0026,Corporate,Central,17557.11,3237.56,20,2022-02-15,2024-10-25,877.8555,983,Platinum,2023-11-25,2023,11,Nov,Nov-2023,4,Saturday,47,True,25,30,Q4,2023-Q4,26069.65,2023-11-01,Nov-2023,4,2023-Q4
O00653,2024-11-29,2024-12-04,C0006,P0013,2,382.96,0.0,765.92,95.9,0.1252088991017339,0.0,765.92,670.02,382.96,Medium,5,Fast,2024,11,4,Computers - P0013,Technology,Computers,Technology > Computers,53337.2,9876.13,210,43,1240.4,0.1851640131090496,Customer C0006,Home Office,South,22445.9,3883.78,22,2022-01-19,2024-12-19,1020.268181818182,1065,Platinum,2024-11-29,2024,11,Nov,Nov-2024,4,Friday,48,False,29,30,Q4,2024-Q4,10002.69,2024-11-01,Nov-2024,4,2024-Q4
